作者,fix总数,fix过的提交种类数,此人进行过的merge总数,此人merge过的库的种类数,commit总数
David Ahern ,1,1,#N/A,53,
David Ahern ,1,1,#N/A,53,
David Engraf ,1,1,#N/A,53,
David Engraf ,1,1,#N/A,53,
David Hildenbrand ,17,6,#N/A,53,
David Hildenbrand ,17,6,#N/A,53,
David Howells ,21,12,#N/A,53,
David Howells ,21,12,#N/A,53,
David Michael ,1,1,#N/A,53,
David Michael ,1,1,#N/A,53,
David Rientjes ,2,2,#N/A,53,
David Rientjes ,2,2,#N/A,53,
David S. Miller ,114,3,#N/A,132,
David S. Miller ,114,3,#N/A,132,
David Sterba ,8,2,#N/A,132,
David Sterba ,8,2,#N/A,132,
David Woodhouse ,1,1,#N/A,132,
David Woodhouse ,1,1,#N/A,132,
Davide Caratti ,6,6,#N/A,132,
Davide Caratti ,6,6,#N/A,132,
Davidlohr Bueso ,1,1,#N/A,132,
Davidlohr Bueso ,1,1,#N/A,132,
Dejin Zheng ,4,2,#N/A,132,
Dejin Zheng ,4,2,#N/A,132,
Dennis Dalessandro ,1,1,#N/A,132,
Dennis Dalessandro ,1,1,#N/A,132,
Dennis Li ,6,1,#N/A,132,
Dennis Li ,6,1,#N/A,132,
Dennis Zhou ,24,1,#N/A,132,
Dennis Zhou ,24,1,#N/A,132,
Desnes A. Nunes do Rosario ,1,1,#N/A,132,
Desnes A. Nunes do Rosario ,1,1,#N/A,132,
Devulapally Shiva Krishna ,1,1,#N/A,132,
Devulapally Shiva Krishna ,1,1,#N/A,132,
Dexuan Cui ,9,2,#N/A,132,
Dexuan Cui ,9,2,#N/A,132,
Dilip Kota ,1,1,#N/A,132,
Dilip Kota ,1,1,#N/A,132,
Dillon Brock ,1,1,#N/A,132,
Dillon Brock ,1,1,#N/A,132,
Dinh Nguyen ,1,1,#N/A,132,
Dinh Nguyen ,1,1,#N/A,132,
Dirk Behme ,1,1,#N/A,132,
Dirk Behme ,1,1,#N/A,132,
Dmitry Bezrukov ,1,1,#N/A,132,
Dmitry Bezrukov ,1,1,#N/A,132,
Dmitry Bogdanov ,3,3,#N/A,132,
Dmitry Bogdanov ,3,3,#N/A,132,
Dmitry Monakhov ,3,1,#N/A,132,
Dmitry Monakhov ,3,1,#N/A,132,
Dmitry Osipenko ,18,3,#N/A,132,
Dmitry Osipenko ,18,3,#N/A,132,
Dmitry Safonov ,14,2,#N/A,132,
Dmitry Safonov ,14,2,#N/A,132,
Dmitry Torokhov ,4,1,#N/A,2,
Dmitry Torokhov ,4,1,#N/A,2,
Dmitry Vyukov ,1,1,#N/A,2,
Dmitry Vyukov ,1,1,#N/A,2,
Dmitry Yakunin ,2,1,#N/A,2,
Dmitry Yakunin ,2,1,#N/A,2,
Dmytro Laktyushkin ,1,1,#N/A,2,
Dmytro Laktyushkin ,1,1,#N/A,2,
Dmytro Linkin ,2,2,#N/A,2,
Dmytro Linkin ,2,2,#N/A,2,
Dominik Czarnota ,1,1,#N/A,2,
Dominik Czarnota ,1,1,#N/A,2,
Dongdong Liu ,1,1,#N/A,2,
Dongdong Liu ,1,1,#N/A,2,
Dongli Zhang ,3,1,#N/A,2,
Dongli Zhang ,3,1,#N/A,2,
Dor Askayo ,1,1,#N/A,2,
Dor Askayo ,1,1,#N/A,2,
Doug Smythies ,2,1,#N/A,2,
Doug Smythies ,2,1,#N/A,2,
Douglas Anderson ,20,8,#N/A,2,
Douglas Anderson ,20,8,#N/A,2,
Dr. David Alan Gilbert ,5,1,#N/A,2,
Dr. David Alan Gilbert ,5,1,#N/A,2,
Dragos Tarcatu ,2,2,#N/A,2,
Dragos Tarcatu ,2,2,#N/A,2,
Eddie James ,7,1,#N/A,2,
Eddie James ,7,1,#N/A,2,
Edward Cree ,1,1,#N/A,2,
Edward Cree ,1,1,#N/A,2,
Edwin Peer ,1,1,#N/A,2,
Edwin Peer ,1,1,#N/A,2,
Eelco Chaudron ,1,1,#N/A,2,
Eelco Chaudron ,1,1,#N/A,2,
Egor Pomozov ,1,1,#N/A,2,
Egor Pomozov ,1,1,#N/A,2,
EJ Hsu ,1,1,#N/A,2,
EJ Hsu ,1,1,#N/A,2,
Eli Cohen ,1,1,#N/A,2,
Eli Cohen ,1,1,#N/A,2,
Emil Velikov ,3,1,#N/A,2,
Emil Velikov ,3,1,#N/A,2,
Emmanuel Grumbach ,2,2,#N/A,2,
Emmanuel Grumbach ,2,2,#N/A,2,
Enric Balletbo i Serra ,3,2,#N/A,2,
Enric Balletbo i Serra ,3,2,#N/A,2,
Eran Ben Elisha ,3,1,#N/A,2,
Eran Ben Elisha ,3,1,#N/A,2,
Erdem Aktas ,1,1,#N/A,2,
Erdem Aktas ,1,1,#N/A,2,
Erez Shitrit ,3,3,#N/A,2,
Erez Shitrit ,3,3,#N/A,2,
Eric Auger ,9,4,#N/A,2,
Eric Auger ,9,4,#N/A,2,
Eric Biggers ,45,11,#N/A,2,
Eric Biggers ,45,11,#N/A,2,
Eric Dumazet ,31,24,#N/A,2,
Eric Dumazet ,31,24,#N/A,2,
Eric Hankland ,1,1,#N/A,2,
Eric Hankland ,1,1,#N/A,2,
Eric Sandeen ,1,1,#N/A,2,
Eric Sandeen ,1,1,#N/A,2,
Eric Snowberg ,1,1,#N/A,2,
Eric Snowberg ,1,1,#N/A,2,
Eric Yang ,1,1,#N/A,2,
Eric Yang ,1,1,#N/A,2,
Erik Bussing ,1,1,#N/A,2,
Erik Bussing ,1,1,#N/A,2,
Erin Lo ,2,1,#N/A,2,
Erin Lo ,2,1,#N/A,2,
Erwan Velu ,1,1,#N/A,2,
Erwan Velu ,1,1,#N/A,2,
Esben Haabendal ,6,3,#N/A,2,
Esben Haabendal ,6,3,#N/A,2,
Etienne Carriere ,3,1,#N/A,2,
Etienne Carriere ,3,1,#N/A,2,
Eugen Hristev ,2,2,#N/A,2,
Eugen Hristev ,2,2,#N/A,2,
Eugene Syromiatnikov ,1,1,#N/A,2,
Eugene Syromiatnikov ,1,1,#N/A,2,
Eugenio Pérez ,1,1,#N/A,2,
Eugenio Pérez ,1,1,#N/A,2,
Eugeniu Rosca ,3,3,#N/A,2,
Eugeniu Rosca ,3,3,#N/A,2,
Eugeniy Paltsev ,2,1,#N/A,2,
Eugeniy Paltsev ,2,1,#N/A,2,
Evan Benn ,1,1,#N/A,2,
Evan Benn ,1,1,#N/A,2,
Evan Green ,1,1,#N/A,2,
Evan Green ,1,1,#N/A,2,
Evan Quan ,5,2,#N/A,2,
Evan Quan ,5,2,#N/A,2,
Eyal Birger ,1,1,#N/A,2,
Eyal Birger ,1,1,#N/A,2,
Ezequiel Garcia ,1,1,#N/A,2,
Ezequiel Garcia ,1,1,#N/A,2,
Fabian Frederick ,1,1,#N/A,2,
Fabian Frederick ,1,1,#N/A,2,
Fabio Estevam ,1,1,#N/A,2,
Fabio Estevam ,1,1,#N/A,2,
Fabrice Gasnier ,3,3,#N/A,2,
Fabrice Gasnier ,3,3,#N/A,2,
Faiz Abbas ,11,5,#N/A,2,
Faiz Abbas ,11,5,#N/A,2,
Felipe Cardoso Resende ,1,1,#N/A,2,
Felipe Cardoso Resende ,1,1,#N/A,2,
Felix Fietkau ,4,4,#N/A,2,
Felix Fietkau ,4,4,#N/A,2,
Felix Kuehling ,2,2,#N/A,2,
Felix Kuehling ,2,2,#N/A,2,
Filipe Laíns ,1,1,#N/A,2,
Filipe Laíns ,1,1,#N/A,2,
Filipe Manana ,13,8,#N/A,2,
Filipe Manana ,13,8,#N/A,2,
Finn Thain ,12,2,#N/A,2,
Finn Thain ,12,2,#N/A,2,
Firo Yang ,1,1,#N/A,2,
Firo Yang ,1,1,#N/A,2,
Flora Cui ,1,1,#N/A,2,
Flora Cui ,1,1,#N/A,2,
Florent Revest ,1,1,#N/A,2,
Florent Revest ,1,1,#N/A,2,
Florian Fainelli ,23,12,#N/A,1,
Florian Fainelli ,23,12,#N/A,1,
Florian Westphal ,25,11,#N/A,1,
Florian Westphal ,25,11,#N/A,1,
Frank A. Cancio Bello ,3,1,#N/A,1,
Frank A. Cancio Bello ,3,1,#N/A,1,
Frank Sorenson ,1,1,#N/A,1,
Frank Sorenson ,1,1,#N/A,1,
Frederic Barrat ,12,2,#N/A,1,
Frederic Barrat ,12,2,#N/A,1,
Frieder Schrempf ,1,1,#N/A,1,
Frieder Schrempf ,1,1,#N/A,1,
Fritz Koenig ,1,1,#N/A,1,
Fritz Koenig ,1,1,#N/A,1,
Fugang Duan ,1,1,#N/A,1,
Fugang Duan ,1,1,#N/A,1,
Gabriel Krisman Bertazi ,3,1,#N/A,1,
Gabriel Krisman Bertazi ,3,1,#N/A,1,
Gal Pressman ,4,2,#N/A,1,
Gal Pressman ,4,2,#N/A,1,
Ganapathi Bhat ,2,1,#N/A,1,
Ganapathi Bhat ,2,1,#N/A,1,
Gang He ,1,1,#N/A,1,
Gang He ,1,1,#N/A,1,
Gao Xiang ,3,2,#N/A,1,
Gao Xiang ,3,2,#N/A,1,
Gaurav Agrawal ,1,1,#N/A,1,
Gaurav Agrawal ,1,1,#N/A,1,
Gavin Shan ,3,3,#N/A,1,
Gavin Shan ,3,3,#N/A,1,
Gayatri Kammela ,1,1,#N/A,1,
Gayatri Kammela ,1,1,#N/A,1,
Geert Uytterhoeven ,36,12,#N/A,1,
Geert Uytterhoeven ,36,12,#N/A,1,
Geetha sowjanya ,2,1,#N/A,1,
Geetha sowjanya ,2,1,#N/A,1,
George Shen ,1,1,#N/A,1,
George Shen ,1,1,#N/A,1,
Georgi Djakov ,1,1,#N/A,1,
Georgi Djakov ,1,1,#N/A,1,
Gerald Schaefer ,2,2,#N/A,1,
Gerald Schaefer ,2,2,#N/A,1,
Gerd Hoffmann ,5,2,#N/A,1,
Gerd Hoffmann ,5,2,#N/A,1,
Gilad Ben-Yossef ,8,2,#N/A,1,
Gilad Ben-Yossef ,8,2,#N/A,1,
Gilles Buloz ,2,1,#N/A,1,
Gilles Buloz ,2,1,#N/A,1,
Golan Ben Ami ,1,1,#N/A,1,
Golan Ben Ami ,1,1,#N/A,1,
Govind Singh ,2,1,#N/A,1,
Govind Singh ,2,1,#N/A,1,
Grant Likely ,1,1,#N/A,1,
Grant Likely ,1,1,#N/A,1,
Greentime Hu ,2,2,#N/A,1,
Greentime Hu ,2,2,#N/A,1,
Greg Kroah-Hartman ,30,1,#N/A,26,
Greg Kroah-Hartman ,30,1,#N/A,26,
Greg Kurz ,3,1,#N/A,26,
Greg Kurz ,3,1,#N/A,26,
Greg Ungerer ,1,1,#N/A,26,
Greg Ungerer ,1,1,#N/A,26,
Grygorii Strashko ,9,2,#N/A,26,
Grygorii Strashko ,9,2,#N/A,26,
Guangbin Huang ,2,2,#N/A,26,
Guangbin Huang ,2,2,#N/A,26,
Guchun Chen ,4,1,#N/A,26,
Guchun Chen ,4,1,#N/A,26,
Guennadi Liakhovetski ,2,1,#N/A,26,
Guennadi Liakhovetski ,2,1,#N/A,26,
Guenter Roeck ,18,3,#N/A,26,
Guenter Roeck ,18,3,#N/A,26,
Guido Günther ,1,1,#N/A,26,
Guido Günther ,1,1,#N/A,26,
Guillaume La Roque ,3,2,#N/A,26,
Guillaume La Roque ,3,2,#N/A,26,
Guillaume Nault ,4,1,#N/A,26,
Guillaume Nault ,4,1,#N/A,26,
Guo Ren ,18,1,#N/A,26,
Guo Ren ,18,1,#N/A,26,
Guojia Liao ,2,1,#N/A,26,
Guojia Liao ,2,1,#N/A,26,
Guoju Fang ,1,1,#N/A,26,
Guoju Fang ,1,1,#N/A,26,
Guoqing Jiang ,13,1,#N/A,26,
Guoqing Jiang ,13,1,#N/A,26,
Guoyun Sun ,1,1,#N/A,26,
Guoyun Sun ,1,1,#N/A,26,
Gustavo A. R. Silva ,16,6,#N/A,26,
Gustavo A. R. Silva ,16,6,#N/A,26,
Gustavo Luiz Duarte ,1,1,#N/A,26,
Gustavo Luiz Duarte ,1,1,#N/A,26,
H. Nikolaus Schaller ,2,1,#N/A,26,
H. Nikolaus Schaller ,2,1,#N/A,26,
H.J. Lu ,1,1,#N/A,26,
H.J. Lu ,1,1,#N/A,26,
H??kon Bugge ,1,1,#N/A,26,
H??kon Bugge ,1,1,#N/A,26,
Hadar Gat ,2,1,#N/A,26,
Hadar Gat ,2,1,#N/A,26,
Haiwei Li ,2,2,#N/A,26,
Haiwei Li ,2,2,#N/A,26,
Haiyang Zhang ,4,3,#N/A,26,
Haiyang Zhang ,4,3,#N/A,26,
Haiyi Zhou ,1,1,#N/A,26,
Haiyi Zhou ,1,1,#N/A,26,
Halil Pasic ,2,2,#N/A,26,
Halil Pasic ,2,2,#N/A,26,
Hamdan Igbaria ,4,2,#N/A,26,
Hamdan Igbaria ,4,2,#N/A,26,
Hamish Martin ,1,1,#N/A,26,
Hamish Martin ,1,1,#N/A,26,
Hangbin Liu ,10,6,#N/A,26,
Hangbin Liu ,10,6,#N/A,26,
Hanjun Guo ,3,1,#N/A,26,
Hanjun Guo ,3,1,#N/A,26,
Hannes Reinecke ,3,1,#N/A,26,
Hannes Reinecke ,3,1,#N/A,26,
Hanno Zulla ,3,1,#N/A,26,
Hanno Zulla ,3,1,#N/A,26,
Hans de Goede ,12,2,#N/A,26,
Hans de Goede ,12,2,#N/A,26,
Hans Verkuil ,7,2,#N/A,26,
Hans Verkuil ,7,2,#N/A,26,
Hans Westgaard Ry ,3,1,#N/A,26,
Hans Westgaard Ry ,3,1,#N/A,26,
Hans Wippel ,1,1,#N/A,26,
Hans Wippel ,1,1,#N/A,26,
Hao Lee ,1,1,#N/A,26,
Hao Lee ,1,1,#N/A,26,
Harald Freudenberger ,11,2,#N/A,26,
Harald Freudenberger ,11,2,#N/A,26,
Hardik Gajjar ,1,1,#N/A,26,
Hardik Gajjar ,1,1,#N/A,26,
Harigovindan P ,2,1,#N/A,26,
Harigovindan P ,2,1,#N/A,26,
Harini Katakam ,2,2,#N/A,26,
Harini Katakam ,2,2,#N/A,26,
Harry Pan ,3,1,#N/A,26,
Harry Pan ,3,1,#N/A,26,
Harry Wentland ,2,1,#N/A,26,
Harry Wentland ,2,1,#N/A,26,
Hauke Mehrtens ,1,1,#N/A,26,
Hauke Mehrtens ,1,1,#N/A,26,
Hawking Zhang ,8,1,#N/A,26,
Hawking Zhang ,8,1,#N/A,26,
Hayes Wang ,9,1,#N/A,26,
Hayes Wang ,9,1,#N/A,26,
He Zhe ,2,1,#N/A,26,
He Zhe ,2,1,#N/A,26,
Heidi Fahim ,2,1,#N/A,26,
Heidi Fahim ,2,1,#N/A,26,
Heikki Krogerus ,3,2,#N/A,26,
Heikki Krogerus ,3,2,#N/A,26,
Heiko Stuebner ,2,1,#N/A,26,
Heiko Stuebner ,2,1,#N/A,26,
Heiner Kallweit ,27,3,#N/A,26,
Heiner Kallweit ,27,3,#N/A,26,
Helge Deller ,1,1,#N/A,26,
Helge Deller ,1,1,#N/A,26,
Herbert Xu ,2,2,#N/A,1,
Herbert Xu ,2,2,#N/A,1,
Hersen Wu ,2,1,#N/A,1,
Hersen Wu ,2,1,#N/A,1,
Hewenliang ,1,1,#N/A,1,
Hewenliang ,1,1,#N/A,1,
Hillf Danton ,1,1,#N/A,1,
Hillf Danton ,1,1,#N/A,1,
Hongbo Yao ,5,4,#N/A,1,
Hongbo Yao ,5,4,#N/A,1,
hor: Paulo Alcantara (SUSE) ,1,1,#N/A,1,
hor: Paulo Alcantara (SUSE) ,1,1,#N/A,1,
Horatiu Vultur ,1,1,#N/A,1,
Horatiu Vultur ,1,1,#N/A,1,
Horia Geant?? ,3,2,#N/A,1,
Horia Geant?? ,3,2,#N/A,1,
Hou Pengyang ,1,1,#N/A,1,
Hou Pengyang ,1,1,#N/A,1,
Hou Tao ,3,2,#N/A,1,
Hou Tao ,3,2,#N/A,1,
Hridya Valsaraju ,3,2,#N/A,1,
Hridya Valsaraju ,3,2,#N/A,1,
Huaisheng Ye ,2,1,#N/A,1,
Huaisheng Ye ,2,1,#N/A,1,
Huang Rui ,2,1,#N/A,1,
Huang Rui ,2,1,#N/A,1,
Huang Ying ,1,1,#N/A,1,
Huang Ying ,1,1,#N/A,1,
Huazhong Tan ,10,1,#N/A,1,
Huazhong Tan ,10,1,#N/A,1,
Hugh Dickins ,1,1,#N/A,1,
Hugh Dickins ,1,1,#N/A,1,
Hui Wang ,1,1,#N/A,1,
Hui Wang ,1,1,#N/A,1,
Huy Nguyen ,1,1,#N/A,1,
Huy Nguyen ,1,1,#N/A,1,
Hyunki Koo ,1,1,#N/A,1,
Hyunki Koo ,1,1,#N/A,1,
Ian Abbott ,2,2,#N/A,1,
Ian Abbott ,2,2,#N/A,1,
Ian Rogers ,1,1,#N/A,1,
Ian Rogers ,1,1,#N/A,1,
Icenowy Zheng ,1,1,#N/A,1,
Icenowy Zheng ,1,1,#N/A,1,
Ido Schimmel ,21,9,#N/A,1,
Ido Schimmel ,21,9,#N/A,1,
Igor Druzhinin ,3,1,#N/A,1,
Igor Druzhinin ,3,1,#N/A,1,
Igor Russkikh ,1,1,#N/A,1,
Igor Russkikh ,1,1,#N/A,1,
Ikjoon Jang ,1,1,#N/A,1,
Ikjoon Jang ,1,1,#N/A,1,
Ilia Mirkin ,1,1,#N/A,1,
Ilia Mirkin ,1,1,#N/A,1,
Ilie Halip ,1,1,#N/A,1,
Ilie Halip ,1,1,#N/A,1,
Ilya Dryomov ,1,1,#N/A,1,
Ilya Dryomov ,1,1,#N/A,1,
Ingo Molnar ,17,1,#N/A,17,
Ingo Molnar ,17,1,#N/A,17,
Inki Dae ,1,1,#N/A,17,
Inki Dae ,1,1,#N/A,17,
Ioana Ciornei ,1,1,#N/A,17,
Ioana Ciornei ,1,1,#N/A,17,
Ioanna Alifieraki ,1,1,#N/A,17,
Ioanna Alifieraki ,1,1,#N/A,17,
Ira Weiny ,1,1,#N/A,17,
Ira Weiny ,1,1,#N/A,17,
Isabel Zhang ,2,1,#N/A,17,
Isabel Zhang ,2,1,#N/A,17,
Israel Rukshin ,2,1,#N/A,17,
Israel Rukshin ,2,1,#N/A,17,
Jacek Anaszewski ,1,1,#N/A,17,
Jacek Anaszewski ,1,1,#N/A,17,
Jack Mitchell ,1,1,#N/A,17,
Jack Mitchell ,1,1,#N/A,17,
Jack Morgenstein ,1,1,#N/A,17,
Jack Morgenstein ,1,1,#N/A,17,
Jack Pham ,2,2,#N/A,17,
Jack Pham ,2,2,#N/A,17,
Jack Yu ,4,1,#N/A,17,
Jack Yu ,4,1,#N/A,17,
Jack Zhang ,1,1,#N/A,17,
Jack Zhang ,1,1,#N/A,17,
Jacob Keller ,23,3,#N/A,17,
Jacob Keller ,23,3,#N/A,17,
Jaegeuk Kim ,8,2,#N/A,17,
Jaegeuk Kim ,8,2,#N/A,17,
Jagan Teki ,1,1,#N/A,17,
Jagan Teki ,1,1,#N/A,17,
Jakub Kicinski ,36,25,#N/A,7,
Jakub Kicinski ,36,25,#N/A,7,
Jakub Sitnicki ,5,3,#N/A,7,
Jakub Sitnicki ,5,3,#N/A,7,
James Hughes ,1,1,#N/A,7,
James Hughes ,1,1,#N/A,7,
James Jones ,2,1,#N/A,7,
James Jones ,2,1,#N/A,7,
James Morris ,1,1,#N/A,7,
James Morris ,1,1,#N/A,7,
James Morse ,6,2,#N/A,7,
James Morse ,6,2,#N/A,7,
James Zhu ,16,1,#N/A,7,
James Zhu ,16,1,#N/A,7,
Jan H. Sch??nherr ,3,1,#N/A,7,
Jan H. Sch??nherr ,3,1,#N/A,7,
Jan Kara ,6,4,#N/A,7,
Jan Kara ,6,4,#N/A,7,
Jani Nikula ,8,3,#N/A,5,
Jani Nikula ,8,3,#N/A,5,
Jann Horn ,2,1,#N/A,5,
Jann Horn ,2,1,#N/A,5,
Janne Karhunen ,1,1,#N/A,5,
Janne Karhunen ,1,1,#N/A,5,
Janosch Frank ,4,1,#N/A,5,
Janosch Frank ,4,1,#N/A,5,
Jari Ruusu ,1,1,#N/A,5,
Jari Ruusu ,1,1,#N/A,5,
Jarkko Nikula ,3,2,#N/A,5,
Jarkko Nikula ,3,2,#N/A,5,
Jarkko Sakkinen ,1,1,#N/A,5,
Jarkko Sakkinen ,1,1,#N/A,5,
Jaroslav Kysela ,1,1,#N/A,5,
Jaroslav Kysela ,1,1,#N/A,5,
Jason A. Donenfeld ,34,5,#N/A,5,
Jason A. Donenfeld ,34,5,#N/A,5,
Jason Baron ,1,1,#N/A,5,
Jason Baron ,1,1,#N/A,5,
Jason Gunthorpe ,35,7,#N/A,3,
Jason Gunthorpe ,35,7,#N/A,3,
Javier Martinez Canillas ,1,1,#N/A,3,
Javier Martinez Canillas ,1,1,#N/A,3,
Jay Dolan ,1,1,#N/A,3,
Jay Dolan ,1,1,#N/A,3,
Jayshri Pawar ,1,1,#N/A,3,
Jayshri Pawar ,1,1,#N/A,3,
JC Kuo ,1,1,#N/A,3,
JC Kuo ,1,1,#N/A,3,
Jean Delvare ,1,1,#N/A,3,
Jean Delvare ,1,1,#N/A,3,
Jean Pihet ,3,1,#N/A,3,
Jean Pihet ,3,1,#N/A,3,
Jean-Baptiste Maneyrol ,1,1,#N/A,3,
Jean-Baptiste Maneyrol ,1,1,#N/A,3,
Jean-Philippe Brucker ,14,2,#N/A,3,
Jean-Philippe Brucker ,14,2,#N/A,3,
Jeff Chang ,1,1,#N/A,3,
Jeff Chang ,1,1,#N/A,3,
Jeff Layton ,7,1,#N/A,3,
Jeff Layton ,7,1,#N/A,3,
Jeff Mahoney ,2,2,#N/A,3,
Jeff Mahoney ,2,2,#N/A,3,
Jeff Moyer ,1,1,#N/A,3,
Jeff Moyer ,1,1,#N/A,3,
Jens Axboe ,91,12,#N/A,7,
Jens Axboe ,91,12,#N/A,7,
Jér??me Pouiller ,70,4,#N/A,7,
Jér??me Pouiller ,70,4,#N/A,7,
Jeremy Cline ,1,1,#N/A,7,
Jeremy Cline ,1,1,#N/A,7,
Jeremy Sowden ,11,1,#N/A,7,
Jeremy Sowden ,11,1,#N/A,7,
Jernej Skrabec ,5,5,#N/A,7,
Jernej Skrabec ,5,5,#N/A,7,
Jerome Brunet ,1,1,#N/A,7,
Jerome Brunet ,1,1,#N/A,7,
Jerónimo Borque ,1,1,#N/A,7,
Jerónimo Borque ,1,1,#N/A,7,
Jerry (Fangzhi) Zuo ,1,1,#N/A,7,
Jerry (Fangzhi) Zuo ,1,1,#N/A,7,
Jerry Lin ,1,1,#N/A,7,
Jerry Lin ,1,1,#N/A,7,
Jerry Snitselaar ,3,2,#N/A,7,
Jerry Snitselaar ,3,2,#N/A,7,
Jesper Dangaard Brouer ,2,2,#N/A,7,
Jesper Dangaard Brouer ,2,2,#N/A,7,
Jessica Yu ,3,2,#N/A,7,
Jessica Yu ,3,2,#N/A,7,
Jethro Beekman ,1,1,#N/A,7,
Jethro Beekman ,1,1,#N/A,7,
Jia-Ju Bai ,3,1,#N/A,7,
Jia-Ju Bai ,3,1,#N/A,7,
Jian Shen ,4,4,#N/A,7,
Jian Shen ,4,4,#N/A,7,
Jiang Lidong ,1,1,#N/A,7,
Jiang Lidong ,1,1,#N/A,7,
Jian-Hong Pan ,5,2,#N/A,7,
Jian-Hong Pan ,5,2,#N/A,7,
Jiaran Zhang ,1,1,#N/A,7,
Jiaran Zhang ,1,1,#N/A,7,
Jiaxun Yang ,6,1,#N/A,7,
Jiaxun Yang ,6,1,#N/A,7,
Jim Lin ,1,1,#N/A,7,
Jim Lin ,1,1,#N/A,7,
Jim Quinlan ,3,1,#N/A,7,
Jim Quinlan ,3,1,#N/A,7,
Jim Wright ,3,1,#N/A,7,
Jim Wright ,3,1,#N/A,7,
jimyan ,1,1,#N/A,7,
